2000,0,99.00,1107143
2000,1,1.00,11184
2250,0,97.72,1424798
2250,1,2.28,33259
2500,0,96.39,1625945
2500,1,3.61,60861
2750,0,94.73,1932894
2750,1,5.27,107551
3000,0,93.12,2113092
3000,1,6.88,156151
3250,0,90.88,1967785
3250,1,9.12,197517
3500,0,89.14,2096379
3500,1,10.86,255421
3750,0,86.91,2303644
3750,1,13.09,346844
4000,0,85.09,2426607
4000,1,14.91,425296
4250,0,83.20,2619246
4250,1,16.31,513333
4250,2,0.49,15471
4500,0,81.91,2739232
4500,1,16.99,568268
4500,2,1.10,36624
4750,0,80.29,2913788
4750,1,17.88,648950
4750,2,1.83,66340
5000,0,79.19,3021166
5000,1,18.22,695051
5000,2,2.59,98945
5250,0,77.72,3164461
5250,1,18.79,765104
5250,2,3.49,142311
5500,0,76.66,3252932
5500,1,18.98,805461
5500,2,4.36,185064
5750,0,75.35,3376451
5750,1,19.23,861786
5750,2,5.42,243044
6000,0,74.39,3442867
6000,1,19.22,889358
6000,2,6.40,296027
6250,0,73.67,3252430
6250,1,18.84,831733
6250,2,7.50,330911
6500,0,72.86,3279416
6500,1,18.82,847293
6500,2,7.98,359143
6500,3,0.34,15432
6750,0,71.80,3342934
6750,1,18.85,877523
6750,2,8.55,398220
6750,3,0.79,36898
7000,0,71.12,3386662
7000,1,18.80,895241
7000,2,8.80,419187
7000,3,1.28,60819
7250,0,70.24,3452376
7250,1,18.75,921421
7250,2,9.16,450320
7250,3,1.85,91090
7500,0,69.68,3497618
7500,1,18.59,932989
7500,2,9.34,469029
7500,3,2.39,120166
7750,0,68.90,3560915
7750,1,18.52,956976
7750,2,9.56,494004
7750,3,3.03,156480
8000,0,68.37,3597158
8000,1,18.36,965958
8000,2,9.62,506342
8000,3,3.64,191526
8250,0,67.65,3653539
8250,1,18.29,987705
8250,2,9.77,527559
8250,3,4.30,232200
8500,0,67.17,3685898
8500,1,18.12,994291
8500,2,9.75,534787
8500,3,4.96,272114
8750,0,66.49,3736105
8750,1,18.05,1014176
8750,2,9.89,555481
8750,3,5.57,313025
9000,0,65.98,3761386
9000,1,17.97,1024300
9000,2,9.95,567442
9000,3,6.10,347552
9250,0,65.96,3593841
9250,1,17.71,964734
9250,2,9.83,535356
9250,3,6.50,354178
9500,0,65.48,3600157
9500,1,17.61,968382
9500,2,9.87,542873
9500,3,7.03,386474
9750,0,64.85,3613270
9750,1,17.60,980827
9750,2,9.90,551563
9750,3,7.65,426035
10000,0,64.37,3619171
10000,1,17.53,985601
10000,2,9.94,558613
10000,3,8.16,458672
10250,0,63.77,3636875
10250,1,17.53,999903
10250,2,9.95,567284
10250,3,8.75,498849
10500,0,63.33,3646379
10500,1,17.47,1005936
10500,2,9.97,574172
10500,3,9.22,531063
10750,0,62.80,3664552
10750,1,17.46,1018713
10750,2,9.96,581172
10750,3,9.78,570910
11000,0,62.39,3673163
11000,1,17.36,1022283
11000,2,9.99,588387
11000,3,10.26,603849
11250,0,61.88,3690706
11250,1,17.32,1033009
11250,2,10.04,598627
11250,3,10.76,641553
11500,0,61.52,3700271
11500,1,17.21,1035338
11500,2,10.06,605306
11500,3,11.21,674157
11750,0,61.07,3716571
11750,1,17.15,1043870
11750,2,10.09,613801
11750,3,11.69,711640
12000,0,60.88,3736570
12000,1,17.11,1050297
12000,2,10.07,617983
12000,3,11.93,732465
13500,0,60.76,3681836
13500,1,17.00,1029889
13500,2,9.92,601141
13500,3,12.33,747075
15000,0,59.96,3788188
15000,1,17.17,1084672
15000,2,9.98,630470
15000,3,12.89,814568
16500,0,59.92,3785751
16500,1,17.11,1081139
16500,2,9.95,628361
16500,3,13.02,822647
18000,0,59.88,3782971
18000,1,17.06,1077723
18000,2,9.93,627072
18000,3,13.14,830132
19500,0,59.83,3780192
19500,1,17.00,1074134
19500,2,9.91,626150
19500,3,13.25,837422
21000,0,59.79,3777431
21000,1,16.95,1070657
21000,2,9.89,624973
21000,3,13.37,844837
22500,0,59.74,3774591
22500,1,16.89,1067309
22500,2,9.87,623796
22500,3,13.49,852202
24000,0,59.70,3771666
24000,1,16.84,1064139
24000,2,9.85,622541
24000,3,13.61,859552
25500,0,59.64,3768264
25500,1,16.80,1061616
25500,2,9.84,621445
25500,3,13.72,866573
27000,0,59.59,3765130
27000,1,16.76,1058685
27000,2,9.82,620383
27000,3,13.83,873700
28500,0,59.54,3761939
28500,1,16.71,1055814
28500,2,9.80,619393
28500,3,13.94,880752
30000,0,59.49,3758616
30000,1,16.67,1053118
30000,2,9.79,618470
30000,3,14.05,887694
