1000,0,99.75,273230
1000,1,0.25,685
1100,0,99.50,328495
1100,1,0.40,1324
1100,2,0.10,332
1200,0,99.23,391684
1200,1,0.56,2224
1200,2,0.16,623
1200,3,0.05,201
1300,0,98.92,460733
1300,1,0.75,3495
1300,2,0.22,1028
1300,3,0.11,515
1400,0,98.60,535657
1400,1,0.92,5010
1400,2,0.29,1578
1400,3,0.19,1006
1500,0,98.28,618134
1500,1,1.10,6921
1500,2,0.34,2160
1500,3,0.28,1739
1600,0,97.95,704805
1600,1,1.30,9356
1600,2,0.40,2874
1600,3,0.35,2549
1700,0,97.64,795783
1700,1,1.45,11791
1700,2,0.47,3823
1700,3,0.45,3643
1800,0,97.34,888857
1800,1,1.61,14746
1800,2,0.50,4575
1800,3,0.55,5006
1900,0,97.02,983607
1900,1,1.78,18070
1900,2,0.55,5572
1900,3,0.65,6539
2000,0,96.70,1080708
2000,1,1.94,21668
2000,2,0.61,6809
2000,3,0.75,8367
2100,0,96.38,1186340
2100,1,2.10,25897
2100,2,0.67,8241
2100,3,0.85,10412
2200,0,96.08,1285591
2200,1,2.23,29862
2200,2,0.74,9877
2200,3,0.95,12658
2300,0,95.78,1390457
2300,1,2.38,34509
2300,2,0.79,11436
2300,3,1.06,15336
2400,0,95.46,1489618
2400,1,2.54,39615
2400,2,0.84,13176
2400,3,1.16,18087
2500,0,95.15,1594723
2500,1,2.66,44641
2500,2,0.91,15226
2500,3,1.27,21333
2600,0,94.85,1700182
2600,1,2.80,50196
2600,2,0.95,17111
2600,3,1.39,24944
2700,0,94.53,1800706
2700,1,2.93,55840
2700,2,1.02,19423
2700,3,1.52,28892
2800,0,94.21,1905942
2800,1,3.06,61948
2800,2,1.08,21750
2800,3,1.65,33360
2900,0,93.90,2005693
2900,1,3.18,68026
2900,2,1.13,24207
2900,3,1.78,38018
3000,0,93.58,2104556
3000,1,3.30,74293
3000,2,1.20,26887
3000,3,1.92,43154
3100,0,93.23,2201622
3100,1,3.49,82533
3100,2,1.25,29526
3100,3,2.03,47922
3200,0,93.14,1927694
3200,1,3.36,69566
3200,2,1.30,26868
3200,3,2.20,45606
3300,0,92.91,1992631
3300,1,3.40,72895
3300,2,1.33,28587
3300,3,2.36,50675
3400,0,92.66,2073780
3400,1,3.48,77830
3400,2,1.37,30735
3400,3,2.49,55816
3500,0,92.39,2156974
3500,1,3.55,82917
3500,2,1.43,33312
3500,3,2.63,61381
3600,0,92.13,2242428
3600,1,3.63,88253
3600,2,1.48,36078
3600,3,2.76,67211
3700,0,91.85,2325560
3700,1,3.71,93929
3700,2,1.53,38757
3700,3,2.91,73590
3800,0,91.60,2414486
3800,1,3.78,99747
3800,2,1.57,41389
3800,3,3.04,80178
3900,0,91.31,2497771
3900,1,3.88,106156
3900,2,1.62,44241
3900,3,3.19,87280
4000,0,91.06,2585177
4000,1,3.95,112059
4000,2,1.67,47321
4000,3,3.32,94369
4100,0,90.77,2665575
4100,1,4.03,118451
4100,2,1.72,50462
4100,3,3.48,102111
4200,0,90.50,2747251
4200,1,4.12,124954
4200,2,1.77,53632
4200,3,3.62,109929
4300,0,90.23,2830263
4300,1,4.18,131104
4300,2,1.82,56936
4300,3,3.77,118244
